conseguir (v.)	obter; ser capaz de fazer algo	Não consegui dormir ontem.	lograr, conseguir; poder	a2 verb top500 keyverb
acontecer (v.)	ocorrer, passar-se	O que aconteceu com você?	pasar, ocurrir	a2 verb top500
deixar (v.)	permitir; abandonar; parar de	Deixa eu ver. Deixei o livro em casa.	dejar	a2 verb top500 keyverb
levar (v.)	transportar para outro lugar; demorar	Levo você em casa. Leva duas horas.	llevar; tardar	a2 verb top500 keyverb
trazer (v.)	transportar para cá	Pode me trazer a conta?	traer	a2 verb top500 irregular
perder (v.)	deixar de ter; não chegar a tempo	Perdi as chaves. Perdi o ônibus.	perder	a2 verb top500
ganhar (v.)	receber; vencer	Ganho três mil por mês.	ganar	a2 verb top500 work
guardar (v.)	pôr em lugar seguro; conservar	Guardei o dinheiro no banco.	guardar	a2 verb
mudar (v.)	trocar; mudar de casa	Mudamos de apartamento.	cambiar; mudarse	a2 verb
melhorar (v.)	ficar melhor	Meu português melhorou muito.	mejorar	a2 verb
piorar (v.)	ficar pior	O tempo piorou de tarde.	empeorar	a2 verb
tentar (v.)	fazer um esforço para	Tentei ligar, mas não atendeu.	intentar	a2 verb top500
parecer (v.)	dar impressão de	Parece que vai chover.	parecer	a2 verb top500
lembrar (v.)	trazer à memória (lembrar DE)	Lembrei de você ontem.	recordar, acordarse	a2 verb preposition
esquecer (v.)	perder da memória	Esqueci o nome dele.	olvidar	a2 verb
sentir (v.)	perceber com os sentidos ou emoções	Sinto muito frio aqui.	sentir	a2 verb feelings
crescer (v.)	ficar maior	As crianças crescem rápido.	crecer	a2 verb
nascer (v.)	vir ao mundo	Nasci em Medellín.	nacer	a2 verb
morrer (v.)	deixar de viver	Meu avô morreu no ano passado.	morir	a2 verb
viver (v.)	estar vivo; morar	Vivo bem aqui.	vivir	a2 verb
receber (v.)	obter algo que alguém envia	Recebi seu e-mail.	recibir	a2 verb
enviar / mandar (v.)	fazer chegar a alguém	Vou mandar uma mensagem.	enviar, mandar	a2 verb
usar (v.)	empregar; vestir	Uso óculos para ler.	usar; llevar (ropa)	a2 verb
tirar (v.)	retirar; sacar (foto)	Tirei uma foto do prédio.	quitar; sacar	a2 verb keyverb
colocar / pôr (v.)	situar em algum lugar	Coloquei o livro na mesa.	poner, colocar	a2 verb
andar (v.)	caminhar; ir de veículo	Ando muito no centro.	andar, caminar	a2 verb
correr (v.)	deslocar-se rápido	Corro no parque de manhã.	correr	a2 verb sport
subir (v.)	ir para cima	Subi as escadas correndo.	subir	a2 verb
descer (v.)	ir para baixo; sair do ônibus	Desço na próxima parada.	bajar	a2 verb transport
entrar (v.)	passar para dentro	Entrei na sala devagar.	entrar	a2 verb
sair (v.)	ir para fora	Saio do trabalho às seis.	salir	a2 verb irregular
voltar (v.)	regressar	Volto amanhã de manhã.	volver	a2 verb
ficar de (loc.)	comprometer-se a	Ficamos de nos encontrar às oito.	quedar en	a2 verb chunk
dar certo (loc.)	funcionar, resultar bem	Espero que dê certo.	salir bien, funcionar	a2 verb chunk
dar uma olhada (loc.)	examinar rapidamente	Dá uma olhada nisso.	echar un ojo	a2 verb chunk
valer a pena (loc.)	compensar o esforço	Vale a pena visitar Ouro Preto.	valer la pena	a2 verb chunk
tomar conta (loc.)	cuidar de	Ela toma conta dos netos.	cuidar de	a2 verb chunk
fazer falta (loc.)	ser sentido pela ausência	Você me faz falta.	echar de menos	a2 verb chunk
estar com pressa (loc.)	ter urgência	Estou com pressa, desculpe.	tener prisa	a2 verb chunk
estar com fome (loc.)	sentir necessidade de comer	Estou com fome.	tener hambre	a2 verb chunk
saúde (s.f.)	estado do corpo	Cuido da minha saúde.	salud	a2 noun health
doença (s.f.)	problema de saúde	Ele teve uma doença grave.	enfermedad	a2 noun health
dor (s.f.)	sensação física ruim	Estou com dor de cabeça.	dolor	a2 noun health
remédio (s.m.)	substância para curar	Tomei o remédio às oito.	medicina, remedio	a2 noun health
consulta (s.f.)	visita ao médico	Marquei consulta para terça.	consulta, cita	a2 noun health
receita (s.f.)	prescrição médica; instrução de cozinha	O médico me deu uma receita.	receta	a2 noun health
corpo (s.m.)	organismo físico	Faço exercício para o corpo e a mente.	cuerpo	a2 noun body
cabeça (s.f.)	parte superior do corpo	Bati a cabeça na porta.	cabeza	a2 noun body
perna (s.f.)	membro inferior	Machuquei a perna jogando bola.	pierna	a2 noun body
braço (s.m.)	membro superior	Quebrei o braço quando era criança.	brazo	a2 noun body
costas (s.f.pl.)	parte de trás do tronco (sempre plural)	Minhas costas doem.	espalda	a2 noun body gender
garganta (s.f.)	parte interna do pescoço	Estou com dor de garganta.	garganta	a2 noun body
emprego (s.m.)	posto de trabalho	Consegui um emprego novo.	empleo	a2 noun work
empresa (s.f.)	organização de negócios	Trabalho numa empresa pequena.	empresa	a2 noun work
chefe (s.m./f.)	quem manda no trabalho	Meu chefe é muito exigente.	jefe	a2 noun work
reunião (s.f.)	encontro de trabalho	A reunião é às dez.	reunión	a2 noun work
salário (s.m.)	pagamento mensal	O salário é bom, mas o horário é ruim.	salario, sueldo	a2 noun work
currículo (s.m.)	documento com a experiência	Mandei meu currículo ontem.	currículum	a2 noun work
entrevista (s.f.)	conversa para avaliar alguém	Tive uma entrevista de emprego.	entrevista	a2 noun work
prazo (s.m.)	tempo limite	O prazo termina na sexta.	plazo	a2 noun work
horário (s.m.)	organização do tempo	Meu horário é flexível.	horario	a2 noun work
férias (s.f.pl.)	período de descanso (sempre plural)	Vou tirar férias em janeiro.	vacaciones	a2 noun work
feriado (s.m.)	dia de folga oficial	Segunda é feriado.	festivo, feriado	a2 noun time
aniversário (s.m.)	data de nascimento; também de casamento	Meu aniversário é em março.	cumpleaños; aniversario	a2 noun time
festa (s.f.)	celebração	A festa foi ótima.	fiesta	a2 noun social
convite (s.m.)	pedido para participar	Recebi um convite para o casamento.	invitación	a2 noun social
presente (s.m./adj.)	objeto dado; também "que está aqui"	Comprei um presente para ela.	regalo; presente	a2 noun social
namorado (s.m.)	parceiro romântico	Meu namorado é professor.	novio	a2 noun social
casamento (s.m.)	união matrimonial; a cerimônia	O casamento é no sábado.	boda, matrimonio	a2 noun social
vizinho (s.m.)	quem mora ao lado	Meus vizinhos são simpáticos.	vecino	a2 noun people
fatura (s.f.)	documento de cobrança mensal	A fatura do cartão chegou.	factura	a2 noun money
imposto (s.m.)	dinheiro pago ao Estado	Os impostos são altos aqui.	impuesto	a2 noun money
aluguel (s.m.)	pagamento mensal pela moradia	O aluguel aumentou este ano.	alquiler	a2 noun money
desconto (s.m.)	redução no preço	Tem desconto para estudante?	descuento	a2 noun shopping
parcela (s.f.)	pagamento dividido	Paguei em três parcelas.	cuota, plazo	a2 noun money
poupança (s.f.)	dinheiro guardado	Coloquei na poupança.	ahorros	a2 noun money
dívida (s.f.)	o que se deve	Ele tem muitas dívidas.	deuda	a2 noun money
notícia (s.f.)	informação sobre um fato	Vi a notícia no jornal.	noticia	a2 noun media
jornal (s.m.)	publicação de notícias; o telejornal	Leio o jornal de manhã.	periódico; noticiero	a2 noun media
revista (s.f.)	publicação periódica	Comprei uma revista no aeroporto.	revista	a2 noun media
site (s.m.)	página de internet	Vi no site da empresa.	sitio web	a2 noun tech
senha (s.f.)	código de acesso; também número de fila	Esqueci minha senha.	contraseña	a2 noun tech
arquivo (s.m.)	documento digital	Mandei o arquivo por e-mail.	archivo	a2 noun tech
tela (s.f.)	superfície de exibição	A tela do celular quebrou.	pantalla	a2 noun tech
rede (s.f.)	conexão; redes sociais	A rede está lenta hoje.	red	a2 noun tech
lento (adj.)	que demora	A internet está muito lenta.	lento	a2 adj
rápido (adj./adv.)	que se faz em pouco tempo	Ele fala muito rápido.	rápido	a2 adj
cheio (adj.)	sem espaço livre	O ônibus estava cheio.	lleno	a2 adj
vazio (adj.)	sem nada dentro	A geladeira está vazia.	vacío	a2 adj
limpo (adj.)	sem sujeira	O quarto está limpo.	limpio	a2 adj
sujo (adj.)	com sujeira	Meus sapatos estão sujos.	sucio	a2 adj
forte (adj.)	com força; intenso	O café está muito forte.	fuerte	a2 adj
fraco (adj.)	sem força	Estou me sentindo fraco.	débil, flojo	a2 adj
ocupado (adj.)	com muitas tarefas; não livre	Estou ocupado agora.	ocupado	a2 adj
livre (adj.)	disponível; sem restrição	Você está livre amanhã?	libre	a2 adj
engraçado (adj.)	que faz rir	Ele é muito engraçado.	graciosos, divertido	a2 adj feelings
chato (adj.)	aborrecido; irritante	Esse filme é chato.	aburrido; pesado	a2 adj feelings keyword
legal (adj.)	agradável, bacana (gíria muito usada)	Que legal! Achei muito legal.	guay, chévere	a2 adj feelings keyword
ruim (adj.)	de má qualidade	O tempo está ruim.	malo	a2 adj
pronto (adj./interj.)	preparado; "ya está"	Está pronto! Pronto, acabei.	listo	a2 adj
