développer (v.)	faire croître, élaborer	L'entreprise a développé une application.	desarrollar	b1 verb work
établir (v.)	fixer, créer formellement	Nous avons établi de nouvelles règles.	establecer	b1 verb
présenter (v.)	montrer ; introduire quelqu'un	Je présente le projet demain.	presentar	b1 verb work
permettre (v.)	autoriser ; rendre possible	Cela permet de gagner du temps.	permitir	b1 verb
exiger (v.)	demander comme obligatoire	Le poste exige un bon anglais.	exigir	b1 verb work
garantir (v.)	assurer	Je garantis que ça marchera.	garantizar	b1 verb
éviter (v.)	empêcher que ça arrive	J'évite les heures de pointe.	evitar	b1 verb
affronter (v.)	faire face à	Il faut affronter le problème.	enfrentar	b1 verb
dépasser (v.)	aller au-delà ; doubler	Les résultats ont dépassé nos attentes.	superar	b1 verb
atteindre (v.)	arriver à ; obtenir	Nous avons atteint l'objectif.	alcanzar	b1 verb irregular
souligner (v.)	mettre en évidence	Je souligne deux points.	subrayar, destacar	b1 verb
suggérer (v.)	proposer une idée	Je suggère de reporter.	sugerir	b1 verb
proposer (v.)	présenter comme proposition	Ils ont proposé une solution.	proponer	b1 verb
refuser (v.)	ne pas accepter	J'ai refusé l'offre.	rechazar	b1 verb
admettre (v.)	reconnaître	J'admets que j'ai eu tort.	admitir	b1 verb irregular
remarquer (v.)	noter, apercevoir	J'ai remarqué qu'il était nerveux.	notar, fijarse	b1 verb
apparaître (v.)	devenir visible	Un problème est apparu.	aparecer	b1 verb irregular
renoncer (v.)	abandonner (renoncer À)	Il a renoncé à son poste.	renunciar	b1 verb preposition
insister (v.)	répéter avec persistance	Il a insisté pour payer.	insistir	b1 verb
dépendre (v.)	être conditionné (dépendre DE)	Ça dépend de l'horaire.	depender	b1 verb preposition
être d'accord (loc.)	partager l'opinion	Je suis d'accord avec toi.	estar de acuerdo	b1 verb chunk
se plaindre (v.)	exprimer son mécontentement	Je me suis plaint du service.	quejarse	b1 verb reflexive
remercier (v.)	exprimer sa gratitude	Je remercie tout le monde.	agradecer	b1 verb
profiter (v.)	tirer avantage (profiter DE)	J'ai profité du week-end pour me reposer.	aprovechar	b1 verb preposition
investir (v.)	placer des ressources	Ils ont investi dans la technologie.	invertir	b1 verb money
économiser (v.)	dépenser moins	J'économise pour voyager.	ahorrar	b1 verb money
dépenser (v.)	utiliser de l'argent	J'ai trop dépensé ce mois-ci.	gastar	b1 verb money
rembourser (v.)	rendre l'argent	Ils m'ont remboursé le billet.	reembolsar	b1 verb money
rendre (v.)	restituer ; rendre + adjectif	J'ai rendu le livre. Ça me rend fou.	devolver; volver (a alguien)	b1 verb keyverb
échanger (v.)	troquer	Je voudrais échanger cette taille.	cambiar	b1 verb shopping
livrer (v.)	remettre une commande	Ils livrent en 48 heures.	entregar	b1 verb work
reporter (v.)	transférer à plus tard	Nous avons reporté la réunion.	posponer	b1 verb work
annuler (v.)	supprimer ce qui était prévu	Le vol a été annulé.	cancelar	b1 verb
prendre rendez-vous (loc.)	fixer une rencontre	J'ai pris rendez-vous chez le médecin.	pedir cita	b1 verb chunk
mettre du temps (loc.)	être long	Ça a mis deux heures.	tardar	b1 verb chunk
défi (n.m.)	tâche difficile et stimulante	Apprendre le français était un défi.	desafío, reto	b1 noun
objectif (n.m.)	ce qu'on veut atteindre	Mon objectif est de vivre à Paris.	objetivo	b1 noun
résultat (n.m.)	ce qu'on obtient	Les résultats sont positifs.	resultado	b1 noun
conséquence (n.f.)	effet de quelque chose	Nous en subissons les conséquences.	consecuencia	b1 noun
avantage (n.m.)	point favorable	L'avantage, c'est la souplesse.	ventaja	b1 noun
inconvénient (n.m.)	point défavorable	L'inconvénient, c'est le coût.	inconveniente, desventaja	b1 noun
risque (n.m.)	possibilité de dommage	Il y a un risque de retard.	riesgo	b1 noun
solution (n.f.)	réponse à un problème	Nous avons trouvé une solution.	solución	b1 noun
proposition (n.f.)	suggestion formelle	La proposition a été approuvée.	propuesta	b1 noun work
examen (n.m.)	épreuve d'évaluation	J'ai un examen demain.	examen	b1 noun school
enquête (n.f.)	investigation ; sondage	J'ai fait une enquête sur le sujet.	investigación; encuesta	b1 noun
données (n.f.pl.)	informations, chiffres	Les données montrent une baisse.	datos	b1 noun
rapport (n.m.)	document de résultats ; aussi la relation	J'ai écrit le rapport mensuel.	informe; relación	b1 noun work keyword
point de vue (loc.)	perspective	De mon point de vue, c'est logique.	punto de vista	b1 noun chunk
main-d'œuvre (n.f.)	travail humain disponible	La main-d'œuvre qualifiée manque.	mano de obra	b1 noun chunk work
coût de la vie (loc.)	prix pour vivre quelque part	Le coût de la vie a augmenté.	coste de vida	b1 noun chunk money
heure de pointe (loc.)	moment de forte affluence	J'évite les heures de pointe.	hora punta	b1 noun chunk transport
circulation (n.f.)	mouvement des véhicules	La circulation était horrible.	tráfico	b1 noun transport
embouteillage (n.m.)	circulation arrêtée	Je suis resté deux heures dans un embouteillage.	atasco	b1 noun transport
amende (n.f.)	sanction financière	J'ai eu une amende pour excès de vitesse.	multa	b1 noun transport
mairie (n.f.)	administration municipale	La mairie a annoncé des travaux.	ayuntamiento	b1 noun civic
gouvernement (n.m.)	ceux qui dirigent le pays	Le gouvernement a voté la loi.	gobierno	b1 noun civic
loi (n.f.)	norme juridique	La loi entre en vigueur en janvier.	ley	b1 noun civic
droit (n.m.)	prérogative légale ; le Droit	Tous ont droit à la santé.	derecho	b1 noun civic
devoir (n.m.)	obligation ; aussi les devoirs scolaires	C'est notre devoir de voter.	deber	b1 noun civic
presse (n.f.)	ensemble des médias	La presse a couvert l'affaire.	prensa	b1 noun media
inégalité (n.f.)	différence injuste	Les inégalités ont augmenté.	desigualdad	b1 noun social
logement (n.m.)	lieu où on habite	Le problème du logement est grave.	vivienda	b1 noun social
quartier (n.m.)	partie d'une ville	J'habite dans un quartier calme.	barrio	b1 noun places
banlieue (n.f.)	zone autour de la ville	Il habite en banlieue.	periferia, suburbios	b1 noun places
travaux (n.m.pl.)	chantier de construction	Il y a des travaux dans la rue.	obras	b1 noun
environnement (n.m.)	milieu naturel	Il faut protéger l'environnement.	medio ambiente	b1 noun
déchets (n.m.pl.)	ordures	Je trie mes déchets.	residuos, basura	b1 noun
sécheresse (n.f.)	manque prolongé de pluie	La sécheresse a touché les récoltes.	sequía	b1 noun weather
inondation (n.f.)	débordement d'eau	L'inondation a touché le centre.	inundación	b1 noun weather
prévision (n.f.)	estimation de l'avenir	La prévision annonce de la pluie.	pronóstico	b1 noun weather
tout à coup (loc.)	soudainement	Tout à coup, il a commencé à pleuvoir.	de repente	b1 adv chunk
petit à petit (loc.)	graduellement	Petit à petit, j'ai compris.	poco a poco	b1 adv chunk
en fait (loc.)	en réalité, rectifiant	En fait, c'était différent.	en realidad	b1 adv chunk
en revanche (loc.)	par contre	En revanche, il y a des risques.	en cambio	b1 conj chunk
donc (conj.)	pour cette raison	Il pleut, donc on reste.	por lo tanto	b1 conj
malgré (prép.)	en dépit de	Malgré le froid, nous sommes sortis.	a pesar de	b1 prep
bien que (conj.)	même si (exige le subjonctif)	Bien que ce soit tard, je continue.	aunque	b1 conj grammar
afin de (loc.)	dans le but de	J'étudie afin de progresser.	con el fin de	b1 conj chunk
c'est-à-dire (loc.)	autrement dit	Demain, c'est-à-dire mardi.	es decir	b1 conj chunk
même (adv./adj.)	y compris ; identique	Même lui est venu. Le même livre.	incluso; mismo	b1 adv keyword
