id	front	definition	example	translation	tags
pt-a2-001	conseguir (v.)	obter; ser capaz de fazer algo	Não consegui dormir ontem.	lograr, conseguir; poder	a2 verb top500 keyverb
pt-a2-002	acontecer (v.)	ocorrer, passar-se	O que aconteceu com você?	pasar, ocurrir	a2 verb top500
pt-a2-003	deixar (v.)	permitir; abandonar; parar de	Deixa eu ver. Deixei o livro em casa.	dejar	a2 verb top500 keyverb
pt-a2-004	levar (v.)	transportar para outro lugar; demorar	Levo você em casa. Leva duas horas.	llevar; tardar	a2 verb top500 keyverb
pt-a2-005	trazer (v.)	transportar para cá	Pode me trazer a conta?	traer	a2 verb top500 irregular
pt-a2-006	perder (v.)	deixar de ter; não chegar a tempo	Perdi as chaves. Perdi o ônibus.	perder	a2 verb top500
pt-a2-007	ganhar (v.)	receber; vencer	Ganho três mil por mês.	ganar	a2 verb top500 work
pt-a2-008	guardar (v.)	pôr em lugar seguro; conservar	Guardei o dinheiro no banco.	guardar	a2 verb
pt-a2-009	mudar (v.)	trocar; mudar de casa	Mudamos de apartamento.	cambiar; mudarse	a2 verb
pt-a2-010	melhorar (v.)	ficar melhor	Meu português melhorou muito.	mejorar	a2 verb
pt-a2-011	piorar (v.)	ficar pior	O tempo piorou de tarde.	empeorar	a2 verb
pt-a2-012	tentar (v.)	fazer um esforço para	Tentei ligar, mas não atendeu.	intentar	a2 verb top500
pt-a2-013	parecer (v.)	dar impressão de	Parece que vai chover.	parecer	a2 verb top500
pt-a2-014	lembrar (v.)	trazer à memória (lembrar DE)	Lembrei de você ontem.	recordar, acordarse	a2 verb preposition
pt-a2-015	esquecer (v.)	perder da memória	Esqueci o nome dele.	olvidar	a2 verb
pt-a2-016	sentir (v.)	perceber com os sentidos ou emoções	Sinto muito frio aqui.	sentir	a2 verb feelings
pt-a2-017	crescer (v.)	ficar maior	As crianças crescem rápido.	crecer	a2 verb
pt-a2-018	nascer (v.)	vir ao mundo	Nasci em Medellín.	nacer	a2 verb
pt-a2-019	morrer (v.)	deixar de viver	Meu avô morreu no ano passado.	morir	a2 verb
