id	front	definition	example	translation	tags
it-b2-001	pertinente (adj.)	adeguato all'argomento	Ha fatto una domanda pertinente.	pertinente	b2 adj awl
it-b2-002	praticabile (adj.)	realizzabile	La proposta non è praticabile.	viable	b2 adj awl
it-b2-003	inevitabile (adj.)	che non si può evitare	Lo scontro era inevitabile.	inevitable	b2 adj
it-b2-004	imprescindibile (adj.)	assolutamente necessario	La sua presenza è imprescindibile.	imprescindible	b2 adj
it-b2-005	rilevante (adj.)	importante per il caso	Il dato non è rilevante qui.	relevante	b2 adj awl
it-b2-006	controverso / controversa (adj.)	che genera discussione	La decisione è stata controversa.	polémico	b2 adj
it-b2-007	sottile (adj.)	poco percepibile; fine	C'è una differenza sottile.	sutil	b2 adj
it-b2-008	ambiguo / ambigua (adj.)	con più di un senso	La risposta era ambigua.	ambiguo	b2 adj awl
it-b2-009	coerente (adj.)	senza contraddizioni	L'argomento è coerente.	coherente	b2 adj awl
it-b2-010	sottostante (adj.)	che sta sotto, implicito	C'è un problema sottostante.	subyacente	b2 adj awl
it-b2-011	radicato / radicata (adj.)	fissato profondamente	È un'abitudine radicata.	arraigado	b2 adj
it-b2-012	nascente (adj.)	che comincia	Un mercato nascente.	incipiente	b2 adj
it-b2-013	consolidare (v.)	rendere solido e durevole	L'azienda ha consolidato la sua posizione.	consolidar	b2 verb awl
it-b2-014	attribuire (v.)	dare come causa o merito	Attribuiscono l'errore alla fretta.	atribuir	b2 verb awl
it-b2-015	comportare (v.)	avere come conseguenza	Il cambiamento ha comportato dei costi.	conllevar	b2 verb
it-b2-016	scatenare (v.)	provocare una serie di effetti	La notizia ha scatenato proteste.	desencadenar	b2 verb
it-b2-017	attenuare (v.)	ridurre l'intensità	Misure per attenuare l'impatto.	mitigar	b2 verb awl
it-b2-018	fare a meno di (loc.)	rinunciare a	Non possiamo fare a meno di lei.	prescindir de	b2 verb chunk
it-b2-019	incorrere (v.)	cadere in (errore, spesa)	Siamo incorsi in spese extra.	incurrir	b2 verb
it-b2-020	entrare in vigore (loc.)	diventare applicabile	La norma è entrata in vigore nel 2024.	entrar en vigor	b2 verb chunk civic
it-b2-021	presupporre (v.)	dare per condizione	Questo presuppone la buona fede.	presuponer	b2 verb awl
it-b2-022	constatare (v.)	verificare come un fatto	Constatiamo un miglioramento.	constatar	b2 verb awl
it-b2-023	scartare (v.)	eliminare una possibilità	Abbiamo scartato quell'ipotesi.	descartar	b2 verb
it-b2-024	privilegiare (v.)	dare la preferenza	Il testo privilegia la chiarezza.	privilegiar	b2 verb
it-b2-025	sostenere (v.)	appoggiare; affermare	I dati sostengono la tesi.	sostener, respaldar	b2 verb irregular
it-b2-026	mettere in discussione (loc.)	dubitare di	Questo mette in discussione le scelte.	poner en cuestión	b2 verb chunk
it-b2-027	approccio (s.m.)	modo di affrontare un tema	L'approccio è stato innovativo.	enfoque	b2 noun awl
it-b2-028	ambito (s.m.)	sfera di competenza	In ambito giuridico è diverso.	ámbito	b2 noun awl
it-b2-029	distorsione (s.f.)	deformazione	C'è una distorsione nel campione.	sesgo, distorsión	b2 noun awl
it-b2-030	lacuna (s.f.)	spazio vuoto, mancanza	Esiste una lacuna nella legge.	laguna, vacío	b2 noun awl
it-b2-031	riserva (s.f.)	restrizione, eccezione	Approvo, con una riserva.	reserva, salvedad	b2 noun
it-b2-032	presupposto (s.m.)	condizione data per assunta	Il presupposto è falso.	premisa	b2 noun awl
it-b2-033	portata (s.f.)	estensione dell'effetto; anche un piatto	La portata della misura è limitata.	alcance	b2 noun awl keyword
it-b2-034	ostacolo (s.m.)	ciò che impedisce	La burocrazia è un ostacolo.	obstáculo	b2 noun
it-b2-035	quadro (s.m.)	visione d'insieme; anche il dipinto	Il quadro economico è migliorato.	panorama; cuadro	b2 noun keyword
it-b2-036	tendenza (s.f.)	direzione probabile	La tendenza è al calo.	tendencia	b2 noun awl
it-b2-037	indizio (s.m.)	segno che suggerisce	Ci sono indizi di frode.	indicio	b2 noun
it-b2-038	pratica (s.f.)	iter burocratico; l'esercizio	La pratica è in corso.	trámite; práctica	b2 noun civic keyword
it-b2-039	parere (s.m.)	opinione; parere tecnico	A mio parere è rischioso.	opinión; dictamen	b2 noun
it-b2-040	posta in gioco (loc.)	ciò che si rischia	La posta in gioco è alta.	lo que está en juego	b2 noun chunk
it-b2-041	slancio (s.m.)	impulso, crescita rapida	Lo slancio del lavoro da remoto.	impulso, auge	b2 noun
it-b2-042	a dire il vero (loc.)	con franchezza	A dire il vero, non ci credo.	a decir verdad	b2 adv chunk
it-b2-043	in sintesi (loc.)	riassumendo	In sintesi, il piano ha funzionato.	en resumen	b2 adv chunk
it-b2-044	da parte sua (loc.)	introducendo un altro elemento	Lui, da parte sua, non era d'accordo.	por su parte	b2 adv chunk
it-b2-045	mentre (conj.)	nel frattempo; invece	Uno è cresciuto, mentre l'altro è calato.	mientras que	b2 conj
it-b2-046	nella misura in cui (loc.)	dato che, in proporzione a	Nella misura in cui è possibile, lo facciamo.	en la medida en que	b2 conj chunk
it-b2-047	tenuto conto di (loc.)	considerando	Tenuto conto della scadenza, abbiamo deciso.	teniendo en cuenta	b2 conj chunk
it-b2-048	dato che (conj.)	poiché	Dato che sei qui, aiutami.	dado que	b2 conj
it-b2-049	fermo restando che (loc.)	senza che ciò impedisca	Approvo, fermo restando che si rivedrà.	sin perjuicio de que	b2 conj chunk civic
it-b2-050	alla luce di (loc.)	sulla base di	Alla luce dei fatti, cambiamo.	a la luz de	b2 conj chunk
it-b2-051	in modo che (loc.)	così che (risultato)	Ho parlato piano, in modo che capissero.	de modo que	b2 conj chunk grammar
it-b2-052	altrimenti (adv.)	in caso contrario	Confermа, altrimenti annullo.	si no	b2 adv
it-b2-053	d'altra parte (loc.)	presentando il contrasto	D'altra parte, il costo aumenta.	por otra parte	b2 conj chunk
it-b2-054	sebbene (conj.)	benché (registro alto)	Sebbene sia difficile, è possibile.	si bien	b2 conj grammar
it-b2-055	a meno che (conj.)	tranne se (esige congiuntivo)	Vengo, a meno che non piova.	a menos que	b2 conj grammar
it-b2-056	purché (conj.)	a condizione che	Vengo, purché tu ci sia.	siempre que	b2 conj grammar
it-b2-057	tenere conto di (loc.)	considerare	Tieni conto del contesto.	tener en cuenta	b2 verb chunk
it-b2-058	mettere in pratica (loc.)	eseguire	Hanno messo in pratica il piano.	poner en práctica	b2 verb chunk
it-b2-059	lasciare a desiderare (loc.)	essere deludente	Il servizio lascia a desiderare.	dejar que desear	b2 verb chunk
it-b2-060	tenere a mente (loc.)	non dimenticare	Tieni a mente la scadenza.	tener en mente	b2 verb chunk
it-b2-061	essere oggetto di (loc.)	essere sottoposto a	Il caso è oggetto di indagine.	ser objeto de	b2 verb chunk
it-b2-062	dare luogo a (loc.)	provocare	Il testo dà luogo a dubbi.	dar lugar a	b2 verb chunk
it-b2-063	correre il rischio di (loc.)	esporsi a	Corriamo il rischio di perdere tutto.	correr el riesgo de	b2 verb chunk
it-b2-064	prendere i provvedimenti (loc.)	agire formalmente	L'azienda ha preso i provvedimenti necessari.	tomar las medidas	b2 verb chunk civic
it-b2-065	andare in fumo (loc.)	fallire	Il progetto è andato in fumo.	irse al agua	b2 idiom
it-b2-066	fare una gaffe (loc.)	dire qualcosa di inopportuno	Ha fatto una gaffe davanti a tutti.	meter la pata	b2 idiom
it-b2-067	camminare sulle uova (loc.)	agire con grande cautela	Su questo tema si cammina sulle uova.	andar con pies de plomo	b2 idiom
it-b2-068	chiudere un occhio (loc.)	ignorare volutamente	Il controllo ha chiuso un occhio.	hacer la vista gorda	b2 idiom
it-b2-069	costare un occhio della testa (loc.)	essere molto caro	L'affitto costa un occhio della testa.	costar un ojo de la cara	b2 idiom
it-b2-070	cadere dalle nuvole (loc.)	essere del tutto sorpreso	Sono caduto dalle nuvole.	quedarse de piedra	b2 idiom
it-b2-071	avere le mani in pasta (loc.)	essere coinvolto e influente	Ha le mani in pasta in quel settore.	tener mano	b2 idiom
it-b2-072	darsi da fare (loc.)	impegnarsi attivamente	Tutti si sono dati da fare.	poner manos a la obra	b2 idiom
it-b2-073	farsi coraggio (loc.)	decidersi malgrado la paura	Mi sono fatto coraggio e ho parlato.	armarse de valor	b2 idiom
it-b2-074	tornare su (loc.)	riconsiderare	Torno sulla mia decisione.	volver sobre	b2 verb chunk
it-b2-075	sostanza (s.f.)	essenza, nocciolo	Nella sostanza sono d'accordo.	fondo, sustancia	b2 noun
it-b2-076	appoggio (s.m.)	sostegno	La tesi ha l'appoggio dei dati.	apoyo	b2 noun
it-b2-077	sfumatura (s.f.)	differenza fine	La sfumatura si è persa nella traduzione.	matiz	b2 noun
it-b2-078	inasprimento (s.m.)	intensificazione	Un inasprimento del dibattito.	endurecimiento	b2 noun
